Targeted cw attack
Avg Accuracy, 64 %
Accuracy of 0, 71 %
Accuracy of 1, 66 %
Accuracy of 2, 73 %
Accuracy of 3, 100 %
Accuracy of 4, 65 %
Accuracy of 5, 54 %
Accuracy of 6, 75 %
Accuracy of 7, 59 %
Accuracy of 8, 44 %
Accuracy of 9, 37 %
